areaCodeName,city,degreeName,detail_href,headCount,highMonthPay,jobId,jobName,keyUnits,location,lowMonthPay,publishDate,recId,recName,recProperty,recScale,recTags,sortPriority,updateDate,userType
北京,北京,硕士,https://job.ncss.cn/student/jobs/UxybVDezCLtA4kAEMWu2YX/detail.html,1,50.0,UxybVDezCLtA4kAEMWu2YX,软件研发工程师,0,北京市昌平区北京市昌平区南邵镇南中路 16 号 1 号产业大厦,1.0,2020-03-05 17:33,-,中电普瑞电力工程有限公司,国有企业,500-999人,,0,2020-03-05 17:33,11
上海,上海,本科,https://job.ncss.cn/student/jobs/Ut7pySDtCuA7NJSDZ9S3TC/detail.html,2,50.0,Ut7pySDtCuA7NJSDZ9S3TC,运维工程师（上海）,0,上海市杨浦区上海市杨浦区四平路2500号22楼B-13室,1.0,2020-03-05 17:33,-,兰亭集势贸易(深圳)有限公司上海分公司,上市公司,1000-4999人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/UmQuw8kfJyj3U5ax98YfEu/detail.html,5,50.0,UmQuw8kfJyj3U5ax98YfEu,测试工程师（芯片、硬件、嵌入式软件测试）,0,北京市海淀区北京市海淀区永嘉北路6号,1.0,2020-03-05 17:33,-,大唐微电子技术有限公司,国有企业,500-999人,,0,2020-03-05 17:33,11
北京,北京,硕士,https://job.ncss.cn/student/jobs/VD16cxyPzcuQgTk3jkNT8g/detail.html,10,50.0,VD16cxyPzcuQgTk3jkNT8g,IC设计验证工程师,0,北京市海淀区北京市海淀区永嘉北路6号,1.0,2020-03-05 17:33,-,大唐微电子技术有限公司,国有企业,500-999人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/UrouUPtcgzAYcRniKcEtff/detail.html,3,50.0,UrouUPtcgzAYcRniKcEtff,软件测试工程师,0,北京市海淀区北京市海淀区清河小营东路15号,1.0,2020-03-05 17:33,-,北京科东电力控制系统有限责任公司,国有企业,1000-4999人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/V2urWpPAkZhKXJ1cCXJPwA/detail.html,3,50.0,V2urWpPAkZhKXJ1cCXJPwA,项目管理专员,0,北京市海淀区北京市海淀区知春路7号致真大晒,1.0,2020-03-05 17:33,-,北京经纬恒润科技有限公司,民营企业,1000-4999人,,0,2020-03-05 17:33,11
北京,北京,硕士,https://job.ncss.cn/student/jobs/Ud33cfL1TddnkBTzYJMUMJ/detail.html,15,50.0,Ud33cfL1TddnkBTzYJMUMJ,数字前端设计工程师,0,北京市海淀区北京市海淀区永嘉北路6号,1.0,2020-03-05 17:33,-,大唐微电子技术有限公司,国有企业,500-999人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/UXjG3Y84N7aYb7uw432kYa/detail.html,2,50.0,UXjG3Y84N7aYb7uw432kYa,数据分析,0,北京市东城区北京市东城区朝阳门北大街21号,1.0,2020-03-05 17:33,-,中国电信股份有限公司北京分公司,国有企业,1000-4999人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/UmQZK42YNSvjAd3gy7Ud7m/detail.html,3,50.0,UmQZK42YNSvjAd3gy7Ud7m,电力可视化软件研发,0,北京市海淀区北京市海淀区清河小营东路15号,1.0,2020-03-05 17:33,-,北京科东电力控制系统有限责任公司,国有企业,1000-4999人,,0,2020-03-05 17:33,11
北京,北京,硕士,https://job.ncss.cn/student/jobs/VehNpaVKXFExLHd6eV5miE/detail.html,10,50.0,VehNpaVKXFExLHd6eV5miE,继电保护研发工程师,0,北京市海淀区北京市海淀区上地信息产业基地四街9号,1.0,2020-03-05 17:33,-,北京四方继保自动化股份有限公司,上市公司,1000-4999人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/VVMnoSHhGgH7kpapYNgK9a/detail.html,10,50.0,VVMnoSHhGgH7kpapYNgK9a,硬件板级设计工程师,0,北京市海淀区中关村大街甲36号,1.0,2020-03-05 17:33,-,中国国际人才开发中心,国有企业,100-499人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/VbPz8QyQunMWFR2ohe3Em1/detail.html,5,50.0,VbPz8QyQunMWFR2ohe3Em1,交互设计工程师,0,北京市海淀区北京市海淀区知春路7号致真大晒,1.0,2020-03-05 17:33,-,北京经纬恒润科技有限公司,民营企业,1000-4999人,,0,2020-03-05 17:33,11
天津,天津,硕士,https://job.ncss.cn/student/jobs/VbFjDf8n8wnHEpy1XLk293/detail.html,10,50.0,VbFjDf8n8wnHEpy1XLk293,算法工程师,0,北京市石景山区北京易华录信息技术股份有限公司,1.0,2020-03-05 17:33,-,北京易华录信息技术股份有限公司,国有企业,1000-4999人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/W8d9Lyt1rMQLwd1WACD2Ls/detail.html,15,50.0,W8d9Lyt1rMQLwd1WACD2Ls,软件测试工程师,0,北京市海淀区北京市海淀区北四环中路一流号,1.0,2020-03-05 17:33,-,中电太极(集团)有限公司,国有企业,5000以上,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/W1rGsextQg2SKWtssx2DoF/detail.html,15,50.0,W1rGsextQg2SKWtssx2DoF,系统集成工程师,0,北京市海淀区北京市海淀区北四环中路一流号,1.0,2020-03-05 17:33,-,中电太极(集团)有限公司,国有企业,5000以上,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/VtNcrJ4MSvsPCoaNPmtu4m/detail.html,1,50.0,VtNcrJ4MSvsPCoaNPmtu4m,电气二次设计工程师,0,北京市昌平区北京市昌平区南邵镇南中路 16 号 1 号产业大厦,1.0,2020-03-05 17:33,-,中电普瑞电力工程有限公司,国有企业,500-999人,,0,2020-03-05 17:33,11
天津,天津,本科,https://job.ncss.cn/student/jobs/VSy9pGNqeuVTKoknkjwdH9/detail.html,5,50.0,VSy9pGNqeuVTKoknkjwdH9,Python开发工程师,0,北京市石景山区北京易华录信息技术股份有限公司,1.0,2020-03-05 17:33,-,北京易华录信息技术股份有限公司,国有企业,1000-4999人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/VQgNbf68VJ3pZ3qvEQ4LGT/detail.html,10,50.0,VQgNbf68VJ3pZ3qvEQ4LGT,DFT工程师,0,北京市海淀区中关村大街甲36号,1.0,2020-03-05 17:33,-,中国国际人才开发中心,国有企业,100-499人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/VFgMb5CfZTvWQd8tPFFLLp/detail.html,5,20.0,VFgMb5CfZTvWQd8tPFFLLp,算法应用工程师,0,北京市海淀区北京市海淀区北清路 中关村环保科技园 文松路1号院 中国科学院计算技术研究所新主楼三层,10.0,2020-03-05 17:33,-,北京中科睿芯科技有限公司,民营企业,100-499人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/XWdMs6D6ZSrtc58FjBPNa9/detail.html,20,50.0,XWdMs6D6ZSrtc58FjBPNa9,软件运维工程师,0,北京市海淀区北京市海淀区建材城西路65号,1.0,2020-03-05 17:33,-,中邮信息科技(北京)有限公司,国有企业,500-999人,,0,2020-03-05 17:33,11
广东,深圳,本科,https://job.ncss.cn/student/jobs/X28TZtr9xsoXfKFycFjeBX/detail.html,2,50.0,X28TZtr9xsoXfKFycFjeBX,电商运营-国际民品,0,广东省深圳市深圳市南山区西丽平山民企科技园A栋4楼东，韶音科技,1.0,2020-03-05 17:33,-,深圳市韶音科技有限公司,民营企业,1000-4999人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/WmPgCvektEmLEA7r69UApJ/detail.html,15,15.0,WmPgCvektEmLEA7r69UApJ,前端开发工程师,0,福建省福州市福建省福州市闽侯县海西高新科技园高新大道5号博思软件大厦,10.0,2020-03-05 17:33,-,福建博思软件股份有限公司,上市公司,1000-4999人,,0,2020-03-05 17:33,11
北京,北京,硕士,https://job.ncss.cn/student/jobs/X1syZj6MmkhY7P8wzMPJAX/detail.html,5,50.0,X1syZj6MmkhY7P8wzMPJAX,Wine开源系统研发工程师,0,北京市海淀区北京市海淀区中关村南四街4号,1.0,2020-03-05 17:33,-,中国科学院软件研究所,机关/事业单位/非营利机构,500-999人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/XfJ1EPZPV62oPAPnhixASG/detail.html,3,50.0,XfJ1EPZPV62oPAPnhixASG,信息安全工程师,0,北京市海淀区北京市海淀区知春路7号致真大晒,1.0,2020-03-05 17:33,-,北京经纬恒润科技有限公司,民营企业,1000-4999人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/XZdqHs5ap4mTcMJSJ1y1LU/detail.html,10,50.0,XZdqHs5ap4mTcMJSJ1y1LU,硬件开发工程师,0,北京市海淀区北京市海淀区北四环中路一流号,1.0,2020-03-05 17:33,-,中电太极(集团)有限公司,国有企业,5000以上,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/Ww4KtX3MHfSVc18eGAojW8/detail.html,20,50.0,Ww4KtX3MHfSVc18eGAojW8,咨询顾问（电力营销方向）,0,北京市朝阳区北京市嘉铭奥森产业园,1.0,2020-03-05 17:33,-,北京中电普华信息技术有限公司,国有企业,1000-4999人,,0,2020-03-05 17:33,11
广东,深圳,本科,https://job.ncss.cn/student/jobs/WYSzy56jVBBQqgkFBbLb91/detail.html,5,50.0,WYSzy56jVBBQqgkFBbLb91,运营助理（深圳）,0,上海市杨浦区上海市杨浦区四平路2500号22楼B-13室,1.0,2020-03-05 17:33,-,兰亭集势贸易(深圳)有限公司上海分公司,上市公司,1000-4999人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/WWBDZ5mSrQmv2WhSZPxdPW/detail.html,10,20.0,WWBDZ5mSrQmv2WhSZPxdPW,系统软件工程师,0,北京市海淀区北京市海淀区北清路 中关村环保科技园 文松路1号院 中国科学院计算技术研究所新主楼三层,10.0,2020-03-05 17:33,-,北京中科睿芯科技有限公司,民营企业,100-499人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/WF4fNysV2hh4nsB9v1YkA8/detail.html,10,50.0,WF4fNysV2hh4nsB9v1YkA8,电力系统研发工程师,0,北京市海淀区北京市海淀区清河小营东路15号,1.0,2020-03-05 17:33,-,北京科东电力控制系统有限责任公司,国有企业,1000-4999人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/Xxi68dFA5cs2KiNW3YrNSh/detail.html,15,50.0,Xxi68dFA5cs2KiNW3YrNSh,数据工程师,0,北京市海淀区北京市海淀区北四环中路一流号,1.0,2020-03-05 17:33,-,中电太极(集团)有限公司,国有企业,5000以上,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/XtfBUH2oWZVRSTaRdVKMgJ/detail.html,5,50.0,XtfBUH2oWZVRSTaRdVKMgJ,算法研究工程师,0,北京市朝阳区北京市嘉铭奥森产业园,1.0,2020-03-05 17:33,-,北京中电普华信息技术有限公司,国有企业,1000-4999人,,0,2020-03-05 17:33,11
上海,上海,本科,https://job.ncss.cn/student/jobs/XruaNZbUv2swsruCt7ops5/detail.html,8,50.0,XruaNZbUv2swsruCt7ops5,采购助理（上海or深圳）,0,上海市杨浦区上海市杨浦区四平路2500号22楼B-13室,1.0,2020-03-05 17:33,-,兰亭集势贸易(深圳)有限公司上海分公司,上市公司,1000-4999人,,0,2020-03-05 17:33,11
上海,上海,本科,https://job.ncss.cn/student/jobs/Y9iaXRzsxtwcjiywRxSYKy/detail.html,10,50.0,Y9iaXRzsxtwcjiywRxSYKy,工业互联网领域/能源领域,0,上海市市辖区中国（上海）自由贸易试验区新金桥路27号13号楼2楼,1.0,2020-03-05 17:33,-,中移(上海)信息通信科技有限公司,国有企业,5000以上,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/XuPVxKQDVEAdGCQmrUMTtV/detail.html,5,20.0,XuPVxKQDVEAdGCQmrUMTtV,算法工程师,0,北京市海淀区北京市海淀区北清路 中关村环保科技园 文松路1号院 中国科学院计算技术研究所新主楼三层,10.0,2020-03-05 17:33,-,北京中科睿芯科技有限公司,民营企业,100-499人,,0,2020-03-05 17:33,11
北京,北京,硕士,https://job.ncss.cn/student/jobs/XuAZ15StLhtTC5yA2FZa5Z/detail.html,10,50.0,XuAZ15StLhtTC5yA2FZa5Z,嵌入式硬件/驱动工程师,0,北京市海淀区北京市海淀区上地信息产业基地四街9号,1.0,2020-03-05 17:33,-,北京四方继保自动化股份有限公司,上市公司,1000-4999人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/XphkGZyUvibbhjrviEK9Qd/detail.html,5,50.0,XphkGZyUvibbhjrviEK9Qd,5G/V2X应用开发工程师,0,北京市海淀区北京市海淀区知春路7号致真大晒,1.0,2020-03-05 17:33,-,北京经纬恒润科技有限公司,民营企业,1000-4999人,,0,2020-03-05 17:33,11
天津,天津,本科,https://job.ncss.cn/student/jobs/XofG6ETZLnQ7ib5bppfRA2/detail.html,1,50.0,XofG6ETZLnQ7ib5bppfRA2,信息安全运营工程师,0,北京市海淀区北京市海淀区北清路68号用友产业园西区东北门1栋C座3-03,1.0,2020-03-05 17:33,-,北京纳通医疗技术有限公司,民营企业,1000-4999人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/XoChz5VsSzhiqFzKSs9mv4/detail.html,2,50.0,XoChz5VsSzhiqFzKSs9mv4,产品经理（行业应用）,0,北京市东城区北京市东城区朝阳门北大街21号,1.0,2020-03-05 17:33,-,中国电信股份有限公司北京分公司,国有企业,1000-4999人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/XfR3ekAUWvq9hkVAMPb44T/detail.html,10,50.0,XfR3ekAUWvq9hkVAMPb44T,系统运维管培生,0,北京市顺义区北京市顺义区双河路9号,1.0,2020-03-05 17:33,-,北京燕京啤酒股份有限公司,国有企业,5000以上,,0,2020-03-05 17:33,11
北京,北京,硕士,https://job.ncss.cn/student/jobs/ueEy7MccsGQ6EU4sGhFoF/detail.html,10,50.0,ueEy7MccsGQ6EU4sGhFoF,芯片设计工程师,0,北京市海淀区北京市海淀区中关村南四街4号,1.0,2020-03-05 17:33,-,中国科学院软件研究所,机关/事业单位/非营利机构,500-999人,,0,2020-03-05 17:33,11
辽宁,锦州,本科,https://job.ncss.cn/student/jobs/TRSxe8Zzo8YZV15ihxxX8d/detail.html,50,10.0,TRSxe8Zzo8YZV15ihxxX8d,技术专员,0,辽宁省锦州市辽宁省锦州市太和区新民乡十里台村,2.5,2020-03-05 17:20,DFqgY4SAeXTnNcAa7xRSwd,辽宁德欣工程设计有限公司,民营企业,50-99人,五险一金，岗位晋升，技能培训，住房补助,0,2020-03-05 17:20,00
上海,上海,本科,https://job.ncss.cn/student/jobs/zdgs8qdPAPE8gK7aVWhhc/detail.html,4,50.0,zdgs8qdPAPE8gK7aVWhhc,运营助理（上海）,0,上海市杨浦区上海市杨浦区四平路2500号22楼B-13室,1.0,2020-03-05 17:33,-,兰亭集势贸易(深圳)有限公司上海分公司,上市公司,1000-4999人,,0,2020-03-05 17:33,11
贵州,贵阳,本科,https://job.ncss.cn/student/jobs/PjP6yZSJCVQjgZqyfMdxC7/detail.html,2,30.0,PjP6yZSJCVQjgZqyfMdxC7,系统架构师,0,贵州省贵阳市贵州省贵阳市贵阳国家高新技术产业开发区湖滨路10号,20.0,2020-03-05 17:02,V7XMXBU87Q3rfpVabH4NZU,贵州翔明科技有限责任公司,民营企业,50-99人,,0,2020-03-05 17:02,00
贵州,贵阳,本科,https://job.ncss.cn/student/jobs/9PfNGrXcWomFHGry2M7cx5/detail.html,3,6.0,9PfNGrXcWomFHGry2M7cx5,网络工程师,0,贵州省贵阳市贵州省贵阳市贵阳国家高新技术产业开发区湖滨路10号,4.0,2020-03-05 17:02,V7XMXBU87Q3rfpVabH4NZU,贵州翔明科技有限责任公司,民营企业,50-99人,,0,2020-03-05 17:02,00
贵州,贵阳,本科,https://job.ncss.cn/student/jobs/FwHatYFzoonM1v2VbYZkhf/detail.html,3,11.0,FwHatYFzoonM1v2VbYZkhf,前端工程师,0,贵州省贵阳市贵州省贵阳市贵阳国家高新技术产业开发区湖滨路10号,6.0,2020-03-05 17:02,V7XMXBU87Q3rfpVabH4NZU,贵州翔明科技有限责任公司,民营企业,50-99人,,0,2020-03-05 17:02,00
湖北,武汉,硕士,https://job.ncss.cn/student/jobs/JLhhrME9nNMWETkhPgQ59N/detail.html,300,15.0,JLhhrME9nNMWETkhPgQ59N,全国2020届硕士、博士毕业研究生 空中视频招聘会（山西站),0,湖北省武汉市武昌区南湖华锦花园四期626栋3单元2层2室,10.0,2020-03-05 17:10,MKS527rApU7EX46UECn8eB,中研博硕英才信息咨询（武汉）有限公司,民营企业,100-499人,,0,2020-03-05 17:10,00
山东,烟台,硕士,https://job.ncss.cn/student/jobs/qp6Nkxh5KJFziDGJJhMEk/detail.html,10,50.0,qp6Nkxh5KJFziDGJJhMEk,大数据研发工程师,0,山东省烟台市山东省烟台市芝罘区机场路2号,1.0,2020-03-05 17:33,-,东方电子股份有限公司,国有企业,1000-4999人,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/YRhn2fkdkyp28VV5PoEqWR/detail.html,1,50.0,YRhn2fkdkyp28VV5PoEqWR,数据模型工程师,0,北京市大兴区北京市北京经济技术开发区科创十一街18号院C座2层221室,1.0,2020-03-05 17:33,-,京东数字科技控股有限公司,民营企业,5000以上,,0,2020-03-05 17:33,11
北京,北京,本科,https://job.ncss.cn/student/jobs/YD4cDmt75Q6P5prbcQnTqo/detail.html,10,50.0,YD4cDmt75Q6P5prbcQnTqo,实施工程师,0,北京市海淀区北京市海淀区清河小营东路15号,1.0,2020-03-05 17:33,-,北京科东电力控制系统有限责任公司,国有企业,1000-4999人,,0,2020-03-05 17:33,11
内蒙古,内蒙古呼和浩特,专科,https://job.ncss.cn/student/jobs/17zg4dDRZR9aSmJfNCFfsP/detail.html,3,5.0,17zg4dDRZR9aSmJfNCFfsP,网络工程师,0,内蒙古呼和浩特市内蒙古自治区呼和浩特市赛罕区昭乌达路师大商居楼１号２层（中行南门外支行对面）,4.0,2020-03-05 16:34,Y1fNZHah7fakfYWMekEW85,内蒙古众志伟业科技有限公司,民营企业,1-49人,,0,2020-03-05 16:34,00
内蒙古,内蒙古呼和浩特,专科,https://job.ncss.cn/student/jobs/PzkXfDusPSBX91a1zE58oE/detail.html,3,4.0,PzkXfDusPSBX91a1zE58oE,项目经理,0,内蒙古呼和浩特市内蒙古自治区呼和浩特市赛罕区昭乌达路师大商居楼１号２层（中行南门外支行对面）,3.0,2020-03-05 16:42,Y1fNZHah7fakfYWMekEW85,内蒙古众志伟业科技有限公司,民营企业,1-49人,,0,2020-03-05 16:42,00
北京,北京,本科,https://job.ncss.cn/student/jobs/6uKAF8ttZ9PTZdqxsSvX7H/detail.html,0,20.0,6uKAF8ttZ9PTZdqxsSvX7H,算法工程师,0,北京市海淀区北京市海淀区西小口路66号中关村东升科技园北领地A-1楼3层306,15.0,2020-03-05 16:43,Y4VMCM1KRh1LJvuhQnbvWX,旅悦旅游信息技术（北京）有限公司,民营企业,1000-4999人,带薪年假，岗位晋升，弹性工作，定期体检,0,2020-03-05 16:43,00
内蒙古,内蒙古呼和浩特,专科,https://job.ncss.cn/student/jobs/HtTtjSkAGCBvDvWNvv9Ro8/detail.html,3,4.0,HtTtjSkAGCBvDvWNvv9Ro8,项目助理,0,内蒙古呼和浩特市内蒙古自治区呼和浩特市赛罕区昭乌达路师大商居楼１号２层（中行南门外支行对面）,3.0,2020-03-05 16:42,Y1fNZHah7fakfYWMekEW85,内蒙古众志伟业科技有限公司,民营企业,1-49人,,0,2020-03-05 16:42,00
浙江,杭州,本科,https://job.ncss.cn/student/jobs/Fh3P9soPQV1zadTHJUzbfu/detail.html,100,15.0,Fh3P9soPQV1zadTHJUzbfu,安恒信息春招空宣|7号7点，不见不散,0,浙江省杭州市浙江省杭州市滨江区西兴街道联慧街188号安恒大厦,8.0,2020-03-05 16:42,45e9096f075a4fbda453f862774cbb2c,杭州安恒信息技术股份有限公司,民营企业,1000-4999人,,0,2020-03-05 16:42,00
北京,北京,本科,https://job.ncss.cn/student/jobs/PJSHcEUjBzv7RjVja4qN4y/detail.html,0,20.0,PJSHcEUjBzv7RjVja4qN4y,数据研发工程师,0,北京市海淀区北京市海淀区西小口路66号中关村东升科技园北领地A-1楼3层306,15.0,2020-03-05 16:36,Y4VMCM1KRh1LJvuhQnbvWX,旅悦旅游信息技术（北京）有限公司,民营企业,1000-4999人,带薪年假，岗位晋升，弹性工作，定期体检,0,2020-03-05 16:36,00
北京,北京,本科,https://job.ncss.cn/student/jobs/9Wkqef9HPygcyZPKuf6mGR/detail.html,0,20.0,9Wkqef9HPygcyZPKuf6mGR,前端开发工程师（小程序方向）,0,北京市海淀区北京市海淀区西小口路66号中关村东升科技园北领地A-1楼3层306,15.0,2020-03-05 16:34,Y4VMCM1KRh1LJvuhQnbvWX,旅悦旅游信息技术（北京）有限公司,民营企业,1000-4999人,带薪年假，岗位晋升，弹性工作，定期体检,0,2020-03-05 16:34,00
安徽,合肥,本科,https://job.ncss.cn/student/jobs/ECJrkFSRfYuic9Wa8SsGai/detail.html,3,12.0,ECJrkFSRfYuic9Wa8SsGai,项目经理（中徽建）,1,安徽省合肥市中国通信服务安徽公司,7.0,2020-03-05 16:50,1e4b027829c5496ab7d6c4b3dea324bd,安徽省通信产业服务有限公司,国有企业,,,0,2020-03-05 16:50,00
安徽,合肥,本科,https://job.ncss.cn/student/jobs/Uoqi4k4YMoNNWcAuM7s8F1/detail.html,4,12.0,Uoqi4k4YMoNNWcAuM7s8F1,系统集成工程师,1,安徽省合肥市中国通信服务安徽公司,7.0,2020-03-05 16:55,1e4b027829c5496ab7d6c4b3dea324bd,安徽省通信产业服务有限公司,国有企业,,,0,2020-03-05 16:55,00
安徽,合肥,本科,https://job.ncss.cn/student/jobs/NPfRNMwZzbppK4g2hvczy2/detail.html,2,15.0,NPfRNMwZzbppK4g2hvczy2,软件产品经理,1,安徽省合肥市中国通信服务安徽公司,7.0,2020-03-05 16:46,1e4b027829c5496ab7d6c4b3dea324bd,安徽省通信产业服务有限公司,国有企业,,,0,2020-03-05 16:46,00
浙江,杭州,本科,https://job.ncss.cn/student/jobs/DQJFrCsXtvb3qm8bpwuCeg/detail.html,100,15.0,DQJFrCsXtvb3qm8bpwuCeg,安恒信息春招空宣|7号7点，不见不散,0,浙江省杭州市浙江省杭州市滨江区西兴街道联慧街188号安恒大厦,8.0,2020-03-05 16:29,45e9096f075a4fbda453f862774cbb2c,杭州安恒信息技术股份有限公司,民营企业,1000-4999人,,0,2020-03-05 16:29,00
上海,上海,硕士,https://job.ncss.cn/student/jobs/D8igyFrFAKQET4k8toKA3/detail.html,0,11.0,D8igyFrFAKQET4k8toKA3,系统工程师,0,上海市闵行区上海市闵行区东川路555号紫竹信息数码港3号楼7楼,10.0,2020-03-05 16:30,TCMDxKvY3NF38zam6UjJvS,中航通用电气民用航电系统有限责任公司,合资企业,100-499人,五险一金，带薪年假，岗位晋升，技能培训，弹性工作，年底双薪，绩效奖金，交通补助，班车接送,0,2020-03-05 16:30,00
广东,深圳,本科,https://job.ncss.cn/student/jobs/QssJTou4z295RXDo5zcZ8S/detail.html,0,20.0,QssJTou4z295RXDo5zcZ8S,校招-安全服务工程师,1,广东省深圳市学苑大道1001号南山智园A1栋,12.0,2020-03-05 16:31,827f179332e04e1bb60eb6e4ebb31de8,深信服科技股份有限公司,合资企业,5000以上,五险一金，带薪年假，岗位晋升，技能培训，扁平管理，绩效奖金，年度旅游，午餐补助，免费加班餐，零食水果,0,2020-03-05 16:31,00
安徽,合肥,本科,https://job.ncss.cn/student/jobs/8hWD3tHxjdk1kwP29iereo/detail.html,2,15.0,8hWD3tHxjdk1kwP29iereo,前端软件开发工程师,1,安徽省合肥市中国通信服务安徽公司,7.0,2020-03-05 16:26,1e4b027829c5496ab7d6c4b3dea324bd,安徽省通信产业服务有限公司,国有企业,,,0,2020-03-05 16:26,00
北京,北京,本科,https://job.ncss.cn/student/jobs/Uwr7uyPnkEfcQG8F3xTygK/detail.html,0,20.0,Uwr7uyPnkEfcQG8F3xTygK,前端开发工程师（云平台方向）,0,北京市海淀区北京市海淀区西小口路66号中关村东升科技园北领地A-1楼3层306,15.0,2020-03-05 16:28,Y4VMCM1KRh1LJvuhQnbvWX,旅悦旅游信息技术（北京）有限公司,民营企业,1000-4999人,带薪年假，岗位晋升，弹性工作，定期体检,0,2020-03-05 16:28,00
浙江,湖州,本科,https://job.ncss.cn/student/jobs/DjuePDpYFAt5gf1zYzkoJo/detail.html,5,15.0,DjuePDpYFAt5gf1zYzkoJo,科技定向生,0,浙江省湖州市浙江省湖州市吴兴区太湖路30号,12.0,2020-03-05 16:31,6ZbrSoWJHcEZTdhnheii6u,宁波银行股份有限公司湖州分行,上市公司,100-499人,五险一金，岗位晋升，年终奖，住房补助，高温补贴,0,2020-03-05 16:31,00
广东,深圳,本科,https://job.ncss.cn/student/jobs/B5Wdd6BgHgriX19Mu6Xb8q/detail.html,0,20.0,B5Wdd6BgHgriX19Mu6Xb8q,校招-海外售前产品经理,1,广东省深圳市学苑大道1001号南山智园A1栋,12.0,2020-03-05 16:30,827f179332e04e1bb60eb6e4ebb31de8,深信服科技股份有限公司,合资企业,5000以上,五险一金，带薪年假，岗位晋升，技能培训，扁平管理，绩效奖金，年度旅游，午餐补助，免费加班餐，零食水果,0,2020-03-05 16:30,00
广东,深圳,本科,https://job.ncss.cn/student/jobs/5gc9oh6J612bncRZVDWBrA/detail.html,0,20.0,5gc9oh6J612bncRZVDWBrA,校招-技术服务工程师,1,广东省深圳市学苑大道1001号南山智园A1栋,12.0,2020-03-05 16:32,827f179332e04e1bb60eb6e4ebb31de8,深信服科技股份有限公司,合资企业,5000以上,五险一金，带薪年假，岗位晋升，技能培训，扁平管理，绩效奖金，年度旅游，午餐补助，免费加班餐，零食水果,0,2020-03-05 16:32,00
安徽,合肥,本科,https://job.ncss.cn/student/jobs/JtTGo3CZvcisoBbiVGtLGA/detail.html,4,15.0,JtTGo3CZvcisoBbiVGtLGA,java开发工程师,1,安徽省合肥市中国通信服务安徽公司,7.0,2020-03-05 16:32,1e4b027829c5496ab7d6c4b3dea324bd,安徽省通信产业服务有限公司,国有企业,,,0,2020-03-05 16:32,00
广东,深圳,本科,https://job.ncss.cn/student/jobs/D2w7Ysw72NogiJG5tg2xqS/detail.html,0,20.0,D2w7Ysw72NogiJG5tg2xqS,20届校招-服务营销经理,1,广东省深圳市学苑大道1001号南山智园A1栋,12.0,2020-03-05 16:33,827f179332e04e1bb60eb6e4ebb31de8,深信服科技股份有限公司,合资企业,5000以上,五险一金，带薪年假，岗位晋升，技能培训，扁平管理，绩效奖金，年度旅游，午餐补助，免费加班餐，零食水果,0,2020-03-05 16:33,00
湖南,长沙,本科,https://job.ncss.cn/student/jobs/5BdqVJqQv4yMSuFkguKtxc/detail.html,0,22.0,5BdqVJqQv4yMSuFkguKtxc,校招-C/C++软件开发工程师（长沙）,1,广东省深圳市学苑大道1001号南山智园A1栋,14.0,2020-03-05 16:12,827f179332e04e1bb60eb6e4ebb31de8,深信服科技股份有限公司,合资企业,5000以上,五险一金，带薪年假，岗位晋升，技能培训，扁平管理，绩效奖金，年度旅游，午餐补助，免费加班餐，零食水果,0,2020-03-05 16:12,00
